,Provinsi,Buah,Produksi,Tahun
3323,PAPUA,Sawo,33.00,2018
3324,INDONESIA,Sawo,144109.00,2018
3325,ACEH,Markisa,82.00,2018
3326,SUMATERA UTARA,Markisa,1408.00,2018
3327,SUMATERA BARAT,Markisa,42364.00,2018
3328,RIAU,Markisa,4.00,2018
3329,JAMBI,Markisa,12.00,2018
3330,SUMATERA SELATAN,Markisa,51.00,2018
3331,BENGKULU,Markisa,16.00,2018
3332,LAMPUNG,Markisa,35.00,2018
3333,KEP. BANGKA BELITUNG,Markisa,-,2018
3334,KEP. RIAU,Markisa,-,2018
3335,DKI JAKARTA,Markisa,1.00,2018
3336,JAWA BARAT,Markisa,182.00,2018
3337,JAWA TENGAH,Markisa,133.00,2018
3338,DI YOGYAKARTA,Markisa,113.00,2018
3339,JAWA TIMUR,Markisa,1269.00,2018
3340,BANTEN,Markisa,25.00,2018
3341,BALI,Markisa,122.00,2018
3342,NUSA TENGGARA BARAT,Markisa,12.00,2018
3343,NUSA TENGGARA TIMUR,Markisa,72.00,2018
3344,KALIMANTAN BARAT,Markisa,83.00,2018
3345,KALIMANTAN TENGAH,Markisa,1.00,2018
3346,KALIMANTAN SELATAN,Markisa,-,2018
3347,KALIMANTAN TIMUR,Markisa,2.00,2018
3348,KALIMANTAN UTARA,Markisa,-,2018
3349,SULAWESI UTARA,Markisa,11.00,2018
3350,SULAWESI TENGAH,Markisa,2.00,2018
3351,SULAWESI SELATAN,Markisa,13187.00,2018
3352,SULAWESI TENGGARA,Markisa,6.00,2018
3353,GORONTALO,Markisa,-,2018
3354,SULAWESI BARAT,Markisa,77.00,2018
3355,MALUKU,Markisa,-,2018
3356,MALUKU UTARA,Markisa,-,2018
3357,PAPUA BARAT,Markisa,-,2018
3358,PAPUA,Markisa,-,2018
3359,INDONESIA,Markisa,59270.00,2018
3360,ACEH,Sirsak,433.0,2018
3361,SUMATERA UTARA,Sirsak,1361.0,2018
3362,SUMATERA BARAT,Sirsak,3291.0,2018
3363,RIAU,Sirsak,712.0,2018
3364,JAMBI,Sirsak,865.0,2018
3365,SUMATERA SELATAN,Sirsak,996.0,2018
3366,BENGKULU,Sirsak,338.0,2018
3367,LAMPUNG,Sirsak,1694.0,2018
3368,KEP. BANGKA BELITUNG,Sirsak,111.0,2018
3369,KEP. RIAU,Sirsak,65.0,2018
3370,DKI JAKARTA,Sirsak,38.0,2018
3371,JAWA BARAT,Sirsak,10582.0,2018
3372,JAWA TENGAH,Sirsak,9057.0,2018
3373,DI YOGYAKARTA,Sirsak,2179.0,2018
3374,JAWA TIMUR,Sirsak,19584.0,2018
3375,BANTEN,Sirsak,2421.0,2018
3376,BALI,Sirsak,228.0,2018
3377,NUSA TENGGARA BARAT,Sirsak,3874.0,2018
3378,NUSA TENGGARA TIMUR,Sirsak,2128.0,2018
3379,KALIMANTAN BARAT,Sirsak,883.0,2018
3380,KALIMANTAN TENGAH,Sirsak,497.0,2018
3381,KALIMANTAN SELATAN,Sirsak,2462.0,2018
3382,KALIMANTAN TIMUR,Sirsak,751.0,2018
3383,KALIMANTAN UTARA,Sirsak,269.0,2018
3384,SULAWESI UTARA,Sirsak,562.0,2018
3385,SULAWESI TENGAH,Sirsak,209.0,2018
3386,SULAWESI SELATAN,Sirsak,1379.0,2018
3387,SULAWESI TENGGARA,Sirsak,852.0,2018
3388,GORONTALO,Sirsak,35.0,2018
3389,SULAWESI BARAT,Sirsak,110.0,2018
3390,MALUKU,Sirsak,207.0,2018
3391,MALUKU UTARA,Sirsak,152.0,2018
3392,PAPUA BARAT,Sirsak,15.0,2018
3393,PAPUA,Sirsak,157.0,2018
3394,INDONESIA,Sirsak,68497.0,2018
3395,ACEH,Sukun,1106.0,2018
3396,SUMATERA UTARA,Sukun,803.0,2018
3397,SUMATERA BARAT,Sukun,1439.0,2018
3398,RIAU,Sukun,2178.0,2018
3399,JAMBI,Sukun,1886.0,2018
3400,SUMATERA SELATAN,Sukun,2345.0,2018
3401,BENGKULU,Sukun,385.0,2018
3402,LAMPUNG,Sukun,6064.0,2018
3403,KEP. BANGKA BELITUNG,Sukun,717.0,2018
3404,KEP. RIAU,Sukun,439.0,2018
3405,DKI JAKARTA,Sukun,813.0,2018
3406,JAWA BARAT,Sukun,18519.0,2018
3407,JAWA TENGAH,Sukun,30004.0,2018
3408,DI YOGYAKARTA,Sukun,6969.0,2018
3409,JAWA TIMUR,Sukun,14964.0,2018
3410,BANTEN,Sukun,9657.0,2018
3411,BALI,Sukun,233.0,2018
3412,NUSA TENGGARA BARAT,Sukun,565.0,2018
3413,NUSA TENGGARA TIMUR,Sukun,2685.0,2018
3414,KALIMANTAN BARAT,Sukun,976.0,2018
3415,KALIMANTAN TENGAH,Sukun,794.0,2018
3416,KALIMANTAN SELATAN,Sukun,2143.0,2018
3417,KALIMANTAN TIMUR,Sukun,1840.0,2018
3418,KALIMANTAN UTARA,Sukun,874.0,2018
3419,SULAWESI UTARA,Sukun,444.0,2018
3420,SULAWESI TENGAH,Sukun,328.0,2018
3421,SULAWESI SELATAN,Sukun,11048.0,2018
3422,SULAWESI TENGGARA,Sukun,1265.0,2018
3423,GORONTALO,Sukun,5.0,2018
3424,SULAWESI BARAT,Sukun,447.0,2018
3425,MALUKU,Sukun,1783.0,2018
3426,MALUKU UTARA,Sukun,368.0,2018
3427,PAPUA BARAT,Sukun,12.0,2018
3428,PAPUA,Sukun,189.0,2018
3429,INDONESIA,Sukun,124287.0,2018
3430,ACEH,Melon,472.00,2018
3431,SUMATERA UTARA,Melon,4700.00,2018
3432,SUMATERA BARAT,Melon,255.00,2018
3433,RIAU,Melon,895.00,2018
3434,JAMBI,Melon,647.00,2018
3435,SUMATERA SELATAN,Melon,331.00,2018
3436,BENGKULU,Melon,331.00,2018
3437,LAMPUNG,Melon,479.00,2018
3438,KEP. BANGKA BELITUNG,Melon,166.00,2018
3439,KEP. RIAU,Melon,20.00,2018
3440,DKI JAKARTA,Melon,-,2018
3441,JAWA BARAT,Melon,377.00,2018
3442,JAWA TENGAH,Melon,25522.00,2018
3443,DI YOGYAKARTA,Melon,30743.00,2018
3444,JAWA TIMUR,Melon,40823.00,2018
3445,BANTEN,Melon,83.00,2018
3446,BALI,Melon,289.00,2018
3447,NUSA TENGGARA BARAT,Melon,3521.00,2018
3448,NUSA TENGGARA TIMUR,Melon,36.00,2018
3449,KALIMANTAN BARAT,Melon,149.00,2018
3450,KALIMANTAN TENGAH,Melon,435.00,2018
3451,KALIMANTAN SELATAN,Melon,251.00,2018
3452,KALIMANTAN TIMUR,Melon,407.00,2018
3453,KALIMANTAN UTARA,Melon,263.00,2018
3454,SULAWESI UTARA,Melon,57.00,2018
3455,SULAWESI TENGAH,Melon,1446.00,2018
3456,SULAWESI SELATAN,Melon,1319.00,2018
3457,SULAWESI TENGGARA,Melon,199.00,2018
3458,GORONTALO,Melon,16.00,2018
3459,SULAWESI BARAT,Melon,-,2018
3460,MALUKU,Melon,211.00,2018
3461,MALUKU UTARA,Melon,24.00,2018
3462,PAPUA BARAT,Melon,70.00,2018
3463,PAPUA,Melon,4171.00,2018
3464,INDONESIA,Melon,118708.00,2018
3465,ACEH,Semangka,13669.00,2018
3466,SUMATERA UTARA,Semangka,68821.00,2018
3467,SUMATERA BARAT,Semangka,10767.00,2018
3468,RIAU,Semangka,17178.00,2018
3469,JAMBI,Semangka,3662.00,2018
3470,SUMATERA SELATAN,Semangka,18897.00,2018
3471,BENGKULU,Semangka,724.00,2018
3472,LAMPUNG,Semangka,16843.00,2018
3473,KEP. BANGKA BELITUNG,Semangka,2106.00,2018
3474,KEP. RIAU,Semangka,3999.00,2018
3475,DKI JAKARTA,Semangka,-,2018
3476,JAWA BARAT,Semangka,23319.00,2018
3477,JAWA TENGAH,Semangka,57618.00,2018
3478,DI YOGYAKARTA,Semangka,3709.00,2018
3479,JAWA TIMUR,Semangka,126750.00,2018
3480,BANTEN,Semangka,953.00,2018
3481,BALI,Semangka,16219.00,2018
3482,NUSA TENGGARA BARAT,Semangka,18596.00,2018
3483,NUSA TENGGARA TIMUR,Semangka,1099.00,2018
3484,KALIMANTAN BARAT,Semangka,4007.00,2018
3485,KALIMANTAN TENGAH,Semangka,8421.00,2018
3486,KALIMANTAN SELATAN,Semangka,27891.00,2018
3487,KALIMANTAN TIMUR,Semangka,11572.00,2018
3488,KALIMANTAN UTARA,Semangka,987.00,2018
3489,SULAWESI UTARA,Semangka,270.00,2018
3490,SULAWESI TENGAH,Semangka,4530.00,2018
3491,SULAWESI SELATAN,Semangka,7433.00,2018
3492,SULAWESI TENGGARA,Semangka,938.00,2018
3493,GORONTALO,Semangka,8.00,2018
3494,SULAWESI BARAT,Semangka,76.00,2018
3495,MALUKU,Semangka,1951.00,2018
3496,MALUKU UTARA,Semangka,112.00,2018
3497,PAPUA BARAT,Semangka,158.00,2018
3498,PAPUA,Semangka,8461.00,2018
3499,INDONESIA,Semangka,481744.00,2018
3500,ACEH,Blewah,-,2018
3501,SUMATERA UTARA,Blewah,-,2018
3502,SUMATERA BARAT,Blewah,381.00,2018
3503,RIAU,Blewah,15.00,2018
3504,JAMBI,Blewah,59.00,2018
3505,SUMATERA SELATAN,Blewah,216.00,2018
3506,BENGKULU,Blewah,1.00,2018
3507,LAMPUNG,Blewah,179.00,2018
3508,KEP. BANGKA BELITUNG,Blewah,-,2018
3509,KEP. RIAU,Blewah,-,2018
3510,DKI JAKARTA,Blewah,-,2018
3511,JAWA BARAT,Blewah,796.00,2018
3512,JAWA TENGAH,Blewah,8270.00,2018
3513,DI YOGYAKARTA,Blewah,-,2018
3514,JAWA TIMUR,Blewah,19303.00,2018
3515,BANTEN,Blewah,-,2018
3516,BALI,Blewah,-,2018
3517,NUSA TENGGARA BARAT,Blewah,2050.00,2018
3518,NUSA TENGGARA TIMUR,Blewah,280.00,2018
3519,KALIMANTAN BARAT,Blewah,47.00,2018
3520,KALIMANTAN TENGAH,Blewah,21.00,2018
3521,KALIMANTAN SELATAN,Blewah,-,2018
3522,KALIMANTAN TIMUR,Blewah,156.00,2018
3523,KALIMANTAN UTARA,Blewah,3.00,2018
3524,SULAWESI UTARA,Blewah,-,2018
3525,SULAWESI TENGAH,Blewah,-,2018
3526,SULAWESI SELATAN,Blewah,2.00,2018
3527,SULAWESI TENGGARA,Blewah,-,2018
3528,GORONTALO,Blewah,-,2018
3529,SULAWESI BARAT,Blewah,-,2018
3530,MALUKU,Blewah,-,2018
3531,MALUKU UTARA,Blewah,-,2018
3532,PAPUA BARAT,Blewah,-,2018
3533,PAPUA,Blewah,276.00,2018
3534,INDONESIA,Blewah,32055.00,2018
3535,ACEH,Apel,7.00,2018
3536,SUMATERA UTARA,Apel,-,2018
3537,SUMATERA BARAT,Apel,-,2018
3538,RIAU,Apel,-,2018
3539,JAMBI,Apel,-,2018
3540,SUMATERA SELATAN,Apel,-,2018
3541,BENGKULU,Apel,-,2018
3542,LAMPUNG,Apel,-,2018
3543,KEP. BANGKA BELITUNG,Apel,-,2018
3544,KEP. RIAU,Apel,-,2018
3545,DKI JAKARTA,Apel,-,2018
3546,JAWA BARAT,Apel,-,2018
3547,JAWA TENGAH,Apel,2.00,2018
3548,DI YOGYAKARTA,Apel,-,2018
3549,JAWA TIMUR,Apel,480961.00,2018
3550,BANTEN,Apel,-,2018
3551,BALI,Apel,-,2018
3552,NUSA TENGGARA BARAT,Apel,670.00,2018
3553,NUSA TENGGARA TIMUR,Apel,11.00,2018
3554,KALIMANTAN BARAT,Apel,-,2018
3555,KALIMANTAN TENGAH,Apel,-,2018
3556,KALIMANTAN SELATAN,Apel,-,2018
3557,KALIMANTAN TIMUR,Apel,-,2018
3558,KALIMANTAN UTARA,Apel,-,2018
3559,SULAWESI UTARA,Apel,-,2018
3560,SULAWESI TENGAH,Apel,-,2018
3561,SULAWESI SELATAN,Apel,-,2018
3562,SULAWESI TENGGARA,Apel,-,2018
3563,GORONTALO,Apel,-,2018
3564,SULAWESI BARAT,Apel,-,2018
3565,MALUKU,Apel,-,2018
3566,MALUKU UTARA,Apel,-,2018
3567,PAPUA BARAT,Apel,-,2018
3568,PAPUA,Apel,-,2018
3569,INDONESIA,Apel,481651.00,2018
3570,ACEH,Anggur,-,2018
3571,SUMATERA UTARA,Anggur,-,2018
3572,SUMATERA BARAT,Anggur,-,2018
3573,RIAU,Anggur,-,2018
3574,JAMBI,Anggur,-,2018
3575,SUMATERA SELATAN,Anggur,1.00,2018
3576,BENGKULU,Anggur,-,2018
3577,LAMPUNG,Anggur,1.00,2018
3578,KEP. BANGKA BELITUNG,Anggur,-,2018
3579,KEP. RIAU,Anggur,-,2018
3580,DKI JAKARTA,Anggur,-,2018
3581,JAWA BARAT,Anggur,6.00,2018
3582,JAWA TENGAH,Anggur,18.00,2018
3583,DI YOGYAKARTA,Anggur,1.00,2018
3584,JAWA TIMUR,Anggur,518.00,2018
3585,BANTEN,Anggur,-,2018
3586,BALI,Anggur,10298.00,2018
3587,NUSA TENGGARA BARAT,Anggur,7.00,2018
3588,NUSA TENGGARA TIMUR,Anggur,-,2018
3589,KALIMANTAN BARAT,Anggur,-,2018
3590,KALIMANTAN TENGAH,Anggur,-,2018
3591,KALIMANTAN SELATAN,Anggur,-,2018
3592,KALIMANTAN TIMUR,Anggur,-,2018
3593,KALIMANTAN UTARA,Anggur,-,2018
3594,SULAWESI UTARA,Anggur,-,2018
3595,SULAWESI TENGAH,Anggur,17.00,2018
3596,SULAWESI SELATAN,Anggur,-,2018
3597,SULAWESI TENGGARA,Anggur,-,2018
3598,GORONTALO,Anggur,-,2018
3599,SULAWESI BARAT,Anggur,-,2018
3600,MALUKU,Anggur,-,2018
3601,MALUKU UTARA,Anggur,-,2018
3602,PAPUA BARAT,Anggur,-,2018
3603,PAPUA,Anggur,-,2018
3604,INDONESIA,Anggur,10867.00,2018
3605,ACEH,Stroberi,-,2018
3606,SUMATERA UTARA,Stroberi,233.00,2018
3607,SUMATERA BARAT,Stroberi,288.00,2018
3608,RIAU,Stroberi,-,2018
3609,JAMBI,Stroberi,-,2018
3610,SUMATERA SELATAN,Stroberi,4.00,2018
3611,BENGKULU,Stroberi,-,2018
3612,LAMPUNG,Stroberi,1.00,2018
3613,KEP. BANGKA BELITUNG,Stroberi,-,2018
3614,KEP. RIAU,Stroberi,-,2018
3615,DKI JAKARTA,Stroberi,-,2018
3616,JAWA BARAT,Stroberi,6296.00,2018
3617,JAWA TENGAH,Stroberi,261.00,2018
3618,DI YOGYAKARTA,Stroberi,2.00,2018
3619,JAWA TIMUR,Stroberi,381.00,2018
3620,BANTEN,Stroberi,-,2018
3621,BALI,Stroberi,579.00,2018
3622,NUSA TENGGARA BARAT,Stroberi,212.00,2018
3623,NUSA TENGGARA TIMUR,Stroberi,5.00,2018
3624,KALIMANTAN BARAT,Stroberi,-,2018
3625,KALIMANTAN TENGAH,Stroberi,-,2018
3626,KALIMANTAN SELATAN,Stroberi,-,2018
3627,KALIMANTAN TIMUR,Stroberi,-,2018
3628,KALIMANTAN UTARA,Stroberi,-,2018
3629,SULAWESI UTARA,Stroberi,-,2018
3630,SULAWESI TENGAH,Stroberi,-,2018
3631,SULAWESI SELATAN,Stroberi,268.00,2018
3632,SULAWESI TENGGARA,Stroberi,-,2018
3633,GORONTALO,Stroberi,-,2018
3634,SULAWESI BARAT,Stroberi,-,2018
3635,MALUKU,Stroberi,1.00,2018
3636,MALUKU UTARA,Stroberi,-,2018
3637,PAPUA BARAT,Stroberi,-,2018
3638,PAPUA,Stroberi,-,2018
3639,INDONESIA,Stroberi,8531.00,2018
3640,ACEH,Alpukat,11576.0,2019
3641,SUMATERA UTARA,Alpukat,18525.0,2019
3642,SUMATERA BARAT,Alpukat,54204.0,2019
3643,RIAU,Alpukat,965.0,2019
3644,JAMBI,Alpukat,4892.0,2019
3645,SUMATERA SELATAN,Alpukat,38266.0,2019
3646,BENGKULU,Alpukat,6470.0,2019
3647,LAMPUNG,Alpukat,18502.0,2019
3648,KEP. BANGKA BELITUNG,Alpukat,491.0,2019
3649,KEP. RIAU,Alpukat,114.0,2019
3650,DKI JAKARTA,Alpukat,998.0,2019
3651,JAWA BARAT,Alpukat,104084.0,2019
3652,JAWA TENGAH,Alpukat,60145.0,2019
3653,DI YOGYAKARTA,Alpukat,2385.0,2019
3654,JAWA TIMUR,Alpukat,101310.0,2019
3655,BANTEN,Alpukat,2047.0,2019
3656,BALI,Alpukat,2452.0,2019
3657,NUSA TENGGARA BARAT,Alpukat,4189.0,2019
3658,NUSA TENGGARA TIMUR,Alpukat,11682.0,2019
3659,KALIMANTAN BARAT,Alpukat,504.0,2019
3660,KALIMANTAN TENGAH,Alpukat,194.0,2019
3661,KALIMANTAN SELATAN,Alpukat,42.0,2019
3662,KALIMANTAN TIMUR,Alpukat,1719.0,2019
3663,KALIMANTAN UTARA,Alpukat,105.0,2019
3664,SULAWESI UTARA,Alpukat,4017.0,2019
3665,SULAWESI TENGAH,Alpukat,2945.0,2019
3666,SULAWESI SELATAN,Alpukat,5159.0,2019
3667,SULAWESI TENGGARA,Alpukat,760.0,2019
3668,GORONTALO,Alpukat,21.0,2019
3669,SULAWESI BARAT,Alpukat,637.0,2019
3670,MALUKU,Alpukat,806.0,2019
3671,MALUKU UTARA,Alpukat,931.0,2019
3672,PAPUA BARAT,Alpukat,339.0,2019
3673,PAPUA,Alpukat,137.0,2019
3674,INDONESIA,Alpukat,461613.0,2019
3675,ACEH,Belimbing,1134.0,2019
3676,SUMATERA UTARA,Belimbing,4910.0,2019
3677,SUMATERA BARAT,Belimbing,783.0,2019
3678,RIAU,Belimbing,1468.0,2019
3679,JAMBI,Belimbing,1151.0,2019
3680,SUMATERA SELATAN,Belimbing,1131.0,2019
3681,BENGKULU,Belimbing,387.0,2019
3682,LAMPUNG,Belimbing,3776.0,2019
3683,KEP. BANGKA BELITUNG,Belimbing,142.0,2019
3684,KEP. RIAU,Belimbing,157.0,2019
3685,DKI JAKARTA,Belimbing,1658.0,2019
3686,JAWA BARAT,Belimbing,8756.0,2019
3687,JAWA TENGAH,Belimbing,15607.0,2019
3688,DI YOGYAKARTA,Belimbing,825.0,2019
3689,JAWA TIMUR,Belimbing,52900.0,2019
3690,BANTEN,Belimbing,1563.0,2019
3691,BALI,Belimbing,549.0,2019
3692,NUSA TENGGARA BARAT,Belimbing,499.0,2019
3693,NUSA TENGGARA TIMUR,Belimbing,756.0,2019
3694,KALIMANTAN BARAT,Belimbing,1410.0,2019
3695,KALIMANTAN TENGAH,Belimbing,701.0,2019
3696,KALIMANTAN SELATAN,Belimbing,1236.0,2019
3697,KALIMANTAN TIMUR,Belimbing,1001.0,2019
3698,KALIMANTAN UTARA,Belimbing,207.0,2019
3699,SULAWESI UTARA,Belimbing,757.0,2019
3700,SULAWESI TENGAH,Belimbing,299.0,2019
3701,SULAWESI SELATAN,Belimbing,383.0,2019
3702,SULAWESI TENGGARA,Belimbing,893.0,2019
3703,GORONTALO,Belimbing,13.0,2019
3704,SULAWESI BARAT,Belimbing,115.0,2019
3705,MALUKU,Belimbing,345.0,2019
3706,MALUKU UTARA,Belimbing,254.0,2019
3707,PAPUA BARAT,Belimbing,142.0,2019
3708,PAPUA,Belimbing,162.0,2019
3709,INDONESIA,Belimbing,106070.0,2019
3710,ACEH,Duku,4114.0,2019
3711,SUMATERA UTARA,Duku,16716.0,2019
3712,SUMATERA BARAT,Duku,1043.0,2019
3713,RIAU,Duku,7055.0,2019
3714,JAMBI,Duku,18054.0,2019
3715,SUMATERA SELATAN,Duku,42791.0,2019
3716,BENGKULU,Duku,356.0,2019
3717,LAMPUNG,Duku,6183.0,2019
3718,KEP. BANGKA BELITUNG,Duku,1402.0,2019
3719,KEP. RIAU,Duku,111.0,2019
3720,DKI JAKARTA,Duku,55.0,2019
3721,JAWA BARAT,Duku,9715.0,2019
3722,JAWA TENGAH,Duku,14565.0,2019
3723,DI YOGYAKARTA,Duku,1763.0,2019
3724,JAWA TIMUR,Duku,14734.0,2019
3725,BANTEN,Duku,1856.0,2019
3726,BALI,Duku,688.0,2019
3727,NUSA TENGGARA BARAT,Duku,841.0,2019
3728,NUSA TENGGARA TIMUR,Duku,16.0,2019
3729,KALIMANTAN BARAT,Duku,6647.0,2019
3730,KALIMANTAN TENGAH,Duku,3942.0,2019
3731,KALIMANTAN SELATAN,Duku,9113.0,2019
3732,KALIMANTAN TIMUR,Duku,7427.0,2019
3733,KALIMANTAN UTARA,Duku,3914.0,2019
3734,SULAWESI UTARA,Duku,7447.0,2019
3735,SULAWESI TENGAH,Duku,7428.0,2019
3736,SULAWESI SELATAN,Duku,35715.0,2019
3737,SULAWESI TENGGARA,Duku,12283.0,2019
3738,GORONTALO,Duku,1312.0,2019
3739,SULAWESI BARAT,Duku,19182.0,2019
3740,MALUKU,Duku,9254.0,2019
3741,MALUKU UTARA,Duku,2035.0,2019
3742,PAPUA BARAT,Duku,1516.0,2019
3743,PAPUA,Duku,65.0,2019
3744,INDONESIA,Duku,269338.0,2019
3745,ACEH,Durian,23953.0,2019
3746,SUMATERA UTARA,Durian,90105.0,2019
3747,SUMATERA BARAT,Durian,62564.0,2019
3748,RIAU,Durian,23010.0,2019
3749,JAMBI,Durian,20780.0,2019
3750,SUMATERA SELATAN,Durian,42048.0,2019
3751,BENGKULU,Durian,11395.0,2019
3752,LAMPUNG,Durian,16218.0,2019
3753,KEP. BANGKA BELITUNG,Durian,7247.0,2019
3754,KEP. RIAU,Durian,2584.0,2019
3755,DKI JAKARTA,Durian,68.0,2019
3756,JAWA BARAT,Durian,94183.0,2019
3757,JAWA TENGAH,Durian,172939.0,2019
3758,DI YOGYAKARTA,Durian,6265.0,2019
3759,JAWA TIMUR,Durian,289334.0,2019
3760,BANTEN,Durian,46436.0,2019
3761,BALI,Durian,21915.0,2019
3762,NUSA TENGGARA BARAT,Durian,17179.0,2019
3763,NUSA TENGGARA TIMUR,Durian,1574.0,2019
3764,KALIMANTAN BARAT,Durian,27209.0,2019
3765,KALIMANTAN TENGAH,Durian,12149.0,2019
3766,KALIMANTAN SELATAN,Durian,27422.0,2019
3767,KALIMANTAN TIMUR,Durian,13994.0,2019
3768,KALIMANTAN UTARA,Durian,10017.0,2019
3769,SULAWESI UTARA,Durian,11635.0,2019
3770,SULAWESI TENGAH,Durian,25288.0,2019
3771,SULAWESI SELATAN,Durian,45729.0,2019
3772,SULAWESI TENGGARA,Durian,10265.0,2019
3773,GORONTALO,Durian,6026.0,2019
3774,SULAWESI BARAT,Durian,11580.0,2019
3775,MALUKU,Durian,13369.0,2019
3776,MALUKU UTARA,Durian,2383.0,2019
3777,PAPUA BARAT,Durian,2813.0,2019
3778,PAPUA,Durian,128.0,2019
3779,INDONESIA,Durian,1169804.0,2019
3780,ACEH,Jambu Biji,1360.0,2019
3781,SUMATERA UTARA,Jambu Biji,8456.0,2019
3782,SUMATERA BARAT,Jambu Biji,3497.0,2019
3783,RIAU,Jambu Biji,6586.0,2019
3784,JAMBI,Jambu Biji,1402.0,2019
3785,SUMATERA SELATAN,Jambu Biji,3713.0,2019
3786,BENGKULU,Jambu Biji,752.0,2019
3787,LAMPUNG,Jambu Biji,7580.0,2019
3788,KEP. BANGKA BELITUNG,Jambu Biji,306.0,2019
3789,KEP. RIAU,Jambu Biji,327.0,2019
3790,DKI JAKARTA,Jambu Biji,1652.0,2019
3791,JAWA BARAT,Jambu Biji,50887.0,2019
3792,JAWA TENGAH,Jambu Biji,62417.0,2019
3793,DI YOGYAKARTA,Jambu Biji,2754.0,2019
3794,JAWA TIMUR,Jambu Biji,48561.0,2019
3795,BANTEN,Jambu Biji,4068.0,2019
3796,BALI,Jambu Biji,2136.0,2019
3797,NUSA TENGGARA BARAT,Jambu Biji,9331.0,2019
3798,NUSA TENGGARA TIMUR,Jambu Biji,3876.0,2019
3799,KALIMANTAN BARAT,Jambu Biji,2438.0,2019
3800,KALIMANTAN TENGAH,Jambu Biji,1712.0,2019
3801,KALIMANTAN SELATAN,Jambu Biji,1966.0,2019
3802,KALIMANTAN TIMUR,Jambu Biji,1398.0,2019
3803,KALIMANTAN UTARA,Jambu Biji,273.0,2019
3804,SULAWESI UTARA,Jambu Biji,477.0,2019
3805,SULAWESI TENGAH,Jambu Biji,421.0,2019
3806,SULAWESI SELATAN,Jambu Biji,7618.0,2019
3807,SULAWESI TENGGARA,Jambu Biji,1525.0,2019
3808,GORONTALO,Jambu Biji,12.0,2019
3809,SULAWESI BARAT,Jambu Biji,490.0,2019
3810,MALUKU,Jambu Biji,244.0,2019
3811,MALUKU UTARA,Jambu Biji,264.0,2019
3812,PAPUA BARAT,Jambu Biji,692.0,2019
3813,PAPUA,Jambu Biji,216.0,2019
3814,INDONESIA,Jambu Biji,239407.0,2019
3815,ACEH,Jambu Air,2165.0,2019
3816,SUMATERA UTARA,Jambu Air,16555.0,2019
3817,SUMATERA BARAT,Jambu Air,2586.0,2019
3818,RIAU,Jambu Air,4026.0,2019
3819,JAMBI,Jambu Air,1449.0,2019
3820,SUMATERA SELATAN,Jambu Air,3317.0,2019
3821,BENGKULU,Jambu Air,497.0,2019
3822,LAMPUNG,Jambu Air,5073.0,2019
3823,KEP. BANGKA BELITUNG,Jambu Air,905.0,2019
3824,KEP. RIAU,Jambu Air,374.0,2019
3825,DKI JAKARTA,Jambu Air,1451.0,2019
3826,JAWA BARAT,Jambu Air,17934.0,2019
3827,JAWA TENGAH,Jambu Air,26908.0,2019
3828,DI YOGYAKARTA,Jambu Air,2588.0,2019
3829,JAWA TIMUR,Jambu Air,20400.0,2019
3830,BANTEN,Jambu Air,2806.0,2019
3831,BALI,Jambu Air,779.0,2019
3832,NUSA TENGGARA BARAT,Jambu Air,2297.0,2019
3833,NUSA TENGGARA TIMUR,Jambu Air,1001.0,2019
3834,KALIMANTAN BARAT,Jambu Air,2150.0,2019
3835,KALIMANTAN TENGAH,Jambu Air,846.0,2019
3836,KALIMANTAN SELATAN,Jambu Air,804.0,2019
3837,KALIMANTAN TIMUR,Jambu Air,1033.0,2019
3838,KALIMANTAN UTARA,Jambu Air,357.0,2019
3839,SULAWESI UTARA,Jambu Air,316.0,2019
3840,SULAWESI TENGAH,Jambu Air,772.0,2019
3841,SULAWESI SELATAN,Jambu Air,1033.0,2019
3842,SULAWESI TENGGARA,Jambu Air,1319.0,2019
3843,GORONTALO,Jambu Air,6.0,2019
3844,SULAWESI BARAT,Jambu Air,219.0,2019
3845,MALUKU,Jambu Air,443.0,2019
3846,MALUKU UTARA,Jambu Air,158.0,2019
3847,PAPUA BARAT,Jambu Air,320.0,2019
3848,PAPUA,Jambu Air,60.0,2019
3849,INDONESIA,Jambu Air,122947.0,2019
3850,ACEH,Jeruk Siam,6774.0,2019
3851,SUMATERA UTARA,Jeruk Siam,296934.0,2019
3852,SUMATERA BARAT,Jeruk Siam,107668.0,2019
3853,RIAU,Jeruk Siam,40398.0,2019
3854,JAMBI,Jeruk Siam,37252.0,2019
3855,SUMATERA SELATAN,Jeruk Siam,30376.0,2019
3856,BENGKULU,Jeruk Siam,14070.0,2019
3857,LAMPUNG,Jeruk Siam,23107.0,2019
3858,KEP. BANGKA BELITUNG,Jeruk Siam,979.0,2019
3859,KEP. RIAU,Jeruk Siam,517.0,2019
3860,DKI JAKARTA,Jeruk Siam,143.0,2019
3861,JAWA BARAT,Jeruk Siam,38516.0,2019
3862,JAWA TENGAH,Jeruk Siam,34699.0,2019
3863,DI YOGYAKARTA,Jeruk Siam,2588.0,2019
3864,JAWA TIMUR,Jeruk Siam,985455.0,2019
3865,BANTEN,Jeruk Siam,600.0,2019
3866,BALI,Jeruk Siam,348756.0,2019
3867,NUSA TENGGARA BARAT,Jeruk Siam,4685.0,2019
