,Provinsi,Buah,Produksi,Tahun
2799,INDONESIA,Belimbing,101553.0,2018
2800,ACEH,Duku,2602.0,2018
2801,SUMATERA UTARA,Duku,14811.0,2018
2802,SUMATERA BARAT,Duku,3461.0,2018
2803,RIAU,Duku,4786.0,2018
2804,JAMBI,Duku,20517.0,2018
2805,SUMATERA SELATAN,Duku,49784.0,2018
2806,BENGKULU,Duku,504.0,2018
2807,LAMPUNG,Duku,9023.0,2018
2808,KEP. BANGKA BELITUNG,Duku,1716.0,2018
2809,KEP. RIAU,Duku,108.0,2018
2810,DKI JAKARTA,Duku,32.0,2018
2811,JAWA BARAT,Duku,12200.0,2018
2812,JAWA TENGAH,Duku,22502.0,2018
2813,DI YOGYAKARTA,Duku,1374.0,2018
2814,JAWA TIMUR,Duku,16124.0,2018
2815,BANTEN,Duku,3360.0,2018
2816,BALI,Duku,1279.0,2018
2817,NUSA TENGGARA BARAT,Duku,600.0,2018
2818,NUSA TENGGARA TIMUR,Duku,14.0,2018
2819,KALIMANTAN BARAT,Duku,6730.0,2018
2820,KALIMANTAN TENGAH,Duku,1692.0,2018
2821,KALIMANTAN SELATAN,Duku,9545.0,2018
2822,KALIMANTAN TIMUR,Duku,2185.0,2018
2823,KALIMANTAN UTARA,Duku,5563.0,2018
2824,SULAWESI UTARA,Duku,3079.0,2018
2825,SULAWESI TENGAH,Duku,3782.0,2018
2826,SULAWESI SELATAN,Duku,22225.0,2018
2827,SULAWESI TENGGARA,Duku,3114.0,2018
2828,GORONTALO,Duku,1459.0,2018
2829,SULAWESI BARAT,Duku,6660.0,2018
2830,MALUKU,Duku,5180.0,2018
2831,MALUKU UTARA,Duku,234.0,2018
2832,PAPUA BARAT,Duku,349.0,2018
2833,PAPUA,Duku,160.0,2018
2834,INDONESIA,Duku,236754.0,2018
2835,ACEH,Durian,24149.0,2018
2836,SUMATERA UTARA,Durian,82873.0,2018
2837,SUMATERA BARAT,Durian,57670.0,2018
2838,RIAU,Durian,27443.0,2018
2839,JAMBI,Durian,20392.0,2018
2840,SUMATERA SELATAN,Durian,56843.0,2018
2841,BENGKULU,Durian,15058.0,2018
2842,LAMPUNG,Durian,29684.0,2018
2843,KEP. BANGKA BELITUNG,Durian,7189.0,2018
2844,KEP. RIAU,Durian,4582.0,2018
2845,DKI JAKARTA,Durian,73.0,2018
2846,JAWA BARAT,Durian,95056.0,2018
2847,JAWA TENGAH,Durian,143227.0,2018
2848,DI YOGYAKARTA,Durian,6596.0,2018
2849,JAWA TIMUR,Durian,276426.0,2018
2850,BANTEN,Durian,77629.0,2018
2851,BALI,Durian,24585.0,2018
2852,NUSA TENGGARA BARAT,Durian,13491.0,2018
2853,NUSA TENGGARA TIMUR,Durian,2008.0,2018
2854,KALIMANTAN BARAT,Durian,25282.0,2018
2855,KALIMANTAN TENGAH,Durian,11233.0,2018
2856,KALIMANTAN SELATAN,Durian,25292.0,2018
2857,KALIMANTAN TIMUR,Durian,9194.0,2018
2858,KALIMANTAN UTARA,Durian,15517.0,2018
2859,SULAWESI UTARA,Durian,9355.0,2018
2860,SULAWESI TENGAH,Durian,13944.0,2018
2861,SULAWESI SELATAN,Durian,35808.0,2018
2862,SULAWESI TENGGARA,Durian,6861.0,2018
2863,GORONTALO,Durian,4410.0,2018
2864,SULAWESI BARAT,Durian,9575.0,2018
2865,MALUKU,Durian,9303.0,2018
2866,MALUKU UTARA,Durian,266.0,2018
2867,PAPUA BARAT,Durian,424.0,2018
2868,PAPUA,Durian,664.0,2018
2869,INDONESIA,Durian,1142102.0,2018
2870,ACEH,Jambu Biji,1377.0,2018
2871,SUMATERA UTARA,Jambu Biji,11382.0,2018
2872,SUMATERA BARAT,Jambu Biji,3293.0,2018
2873,RIAU,Jambu Biji,6060.0,2018
2874,JAMBI,Jambu Biji,1287.0,2018
2875,SUMATERA SELATAN,Jambu Biji,3568.0,2018
2876,BENGKULU,Jambu Biji,673.0,2018
2877,LAMPUNG,Jambu Biji,6726.0,2018
2878,KEP. BANGKA BELITUNG,Jambu Biji,324.0,2018
2879,KEP. RIAU,Jambu Biji,260.0,2018
2880,DKI JAKARTA,Jambu Biji,572.0,2018
2881,JAWA BARAT,Jambu Biji,46332.0,2018
2882,JAWA TENGAH,Jambu Biji,63716.0,2018
2883,DI YOGYAKARTA,Jambu Biji,2412.0,2018
2884,JAWA TIMUR,Jambu Biji,46073.0,2018
2885,BANTEN,Jambu Biji,2459.0,2018
2886,BALI,Jambu Biji,2071.0,2018
2887,NUSA TENGGARA BARAT,Jambu Biji,9308.0,2018
2888,NUSA TENGGARA TIMUR,Jambu Biji,4008.0,2018
2889,KALIMANTAN BARAT,Jambu Biji,1625.0,2018
2890,KALIMANTAN TENGAH,Jambu Biji,1417.0,2018
2891,KALIMANTAN SELATAN,Jambu Biji,2079.0,2018
2892,KALIMANTAN TIMUR,Jambu Biji,2276.0,2018
2893,KALIMANTAN UTARA,Jambu Biji,279.0,2018
2894,SULAWESI UTARA,Jambu Biji,332.0,2018
2895,SULAWESI TENGAH,Jambu Biji,338.0,2018
2896,SULAWESI SELATAN,Jambu Biji,8072.0,2018
2897,SULAWESI TENGGARA,Jambu Biji,1252.0,2018
2898,GORONTALO,Jambu Biji,29.0,2018
2899,SULAWESI BARAT,Jambu Biji,158.0,2018
2900,MALUKU,Jambu Biji,567.0,2018
2901,MALUKU UTARA,Jambu Biji,187.0,2018
2902,PAPUA BARAT,Jambu Biji,13.0,2018
2903,PAPUA,Jambu Biji,172.0,2018
2904,INDONESIA,Jambu Biji,230697.0,2018
2905,ACEH,Jambu Air,1815.0,2018
2906,SUMATERA UTARA,Jambu Air,15422.0,2018
2907,SUMATERA BARAT,Jambu Air,2384.0,2018
2908,RIAU,Jambu Air,3995.0,2018
2909,JAMBI,Jambu Air,1036.0,2018
2910,SUMATERA SELATAN,Jambu Air,3641.0,2018
2911,BENGKULU,Jambu Air,462.0,2018
2912,LAMPUNG,Jambu Air,5371.0,2018
2913,KEP. BANGKA BELITUNG,Jambu Air,787.0,2018
2914,KEP. RIAU,Jambu Air,138.0,2018
2915,DKI JAKARTA,Jambu Air,791.0,2018
2916,JAWA BARAT,Jambu Air,14188.0,2018
2917,JAWA TENGAH,Jambu Air,24896.0,2018
2918,DI YOGYAKARTA,Jambu Air,2288.0,2018
2919,JAWA TIMUR,Jambu Air,17874.0,2018
2920,BANTEN,Jambu Air,2893.0,2018
2921,BALI,Jambu Air,918.0,2018
2922,NUSA TENGGARA BARAT,Jambu Air,2029.0,2018
2923,NUSA TENGGARA TIMUR,Jambu Air,595.0,2018
2924,KALIMANTAN BARAT,Jambu Air,1729.0,2018
2925,KALIMANTAN TENGAH,Jambu Air,753.0,2018
2926,KALIMANTAN SELATAN,Jambu Air,2465.0,2018
2927,KALIMANTAN TIMUR,Jambu Air,922.0,2018
2928,KALIMANTAN UTARA,Jambu Air,414.0,2018
2929,SULAWESI UTARA,Jambu Air,159.0,2018
2930,SULAWESI TENGAH,Jambu Air,320.0,2018
2931,SULAWESI SELATAN,Jambu Air,1251.0,2018
2932,SULAWESI TENGGARA,Jambu Air,1450.0,2018
2933,GORONTALO,Jambu Air,11.0,2018
2934,SULAWESI BARAT,Jambu Air,153.0,2018
2935,MALUKU,Jambu Air,385.0,2018
2936,MALUKU UTARA,Jambu Air,59.0,2018
2937,PAPUA BARAT,Jambu Air,33.0,2018
2938,PAPUA,Jambu Air,176.0,2018
2939,INDONESIA,Jambu Air,111803.0,2018
2940,ACEH,Jeruk Siam,9335.0,2018
2941,SUMATERA UTARA,Jeruk Siam,409683.0,2018
2942,SUMATERA BARAT,Jeruk Siam,102463.0,2018
2943,RIAU,Jeruk Siam,34745.0,2018
2944,JAMBI,Jeruk Siam,28585.0,2018
2945,SUMATERA SELATAN,Jeruk Siam,42968.0,2018
2946,BENGKULU,Jeruk Siam,16489.0,2018
2947,LAMPUNG,Jeruk Siam,19737.0,2018
2948,KEP. BANGKA BELITUNG,Jeruk Siam,1026.0,2018
2949,KEP. RIAU,Jeruk Siam,361.0,2018
2950,DKI JAKARTA,Jeruk Siam,92.0,2018
2951,JAWA BARAT,Jeruk Siam,33928.0,2018
2952,JAWA TENGAH,Jeruk Siam,46084.0,2018
2953,DI YOGYAKARTA,Jeruk Siam,1812.0,2018
2954,JAWA TIMUR,Jeruk Siam,918680.0,2018
2955,BANTEN,Jeruk Siam,566.0,2018
2956,BALI,Jeruk Siam,224672.0,2018
2957,NUSA TENGGARA BARAT,Jeruk Siam,2728.0,2018
2958,NUSA TENGGARA TIMUR,Jeruk Siam,19783.0,2018
2959,KALIMANTAN BARAT,Jeruk Siam,142917.0,2018
2960,KALIMANTAN TENGAH,Jeruk Siam,8424.0,2018
2961,KALIMANTAN SELATAN,Jeruk Siam,144764.0,2018
2962,KALIMANTAN TIMUR,Jeruk Siam,21962.0,2018
2963,KALIMANTAN UTARA,Jeruk Siam,21263.0,2018
2964,SULAWESI UTARA,Jeruk Siam,460.0,2018
2965,SULAWESI TENGAH,Jeruk Siam,3921.0,2018
2966,SULAWESI SELATAN,Jeruk Siam,7749.0,2018
2967,SULAWESI TENGGARA,Jeruk Siam,53107.0,2018
2968,GORONTALO,Jeruk Siam,8414.0,2018
2969,SULAWESI BARAT,Jeruk Siam,46154.0,2018
2970,MALUKU,Jeruk Siam,9742.0,2018
2971,MALUKU UTARA,Jeruk Siam,517.0,2018
2972,PAPUA BARAT,Jeruk Siam,40.0,2018
2973,PAPUA,Jeruk Siam,24872.0,2018
2974,INDONESIA,Jeruk Siam,2408043.0,2018
2975,ACEH,Jeruk Besar,7446.0,2018
2976,SUMATERA UTARA,Jeruk Besar,1256.0,2018
2977,SUMATERA BARAT,Jeruk Besar,306.0,2018
2978,RIAU,Jeruk Besar,1405.0,2018
2979,JAMBI,Jeruk Besar,422.0,2018
2980,SUMATERA SELATAN,Jeruk Besar,723.0,2018
2981,BENGKULU,Jeruk Besar,288.0,2018
2982,LAMPUNG,Jeruk Besar,1385.0,2018
2983,KEP. BANGKA BELITUNG,Jeruk Besar,86.0,2018
2984,KEP. RIAU,Jeruk Besar,95.0,2018
2985,DKI JAKARTA,Jeruk Besar,12.0,2018
2986,JAWA BARAT,Jeruk Besar,4348.0,2018
2987,JAWA TENGAH,Jeruk Besar,16739.0,2018
2988,DI YOGYAKARTA,Jeruk Besar,632.0,2018
2989,JAWA TIMUR,Jeruk Besar,18896.0,2018
2990,BANTEN,Jeruk Besar,217.0,2018
2991,BALI,Jeruk Besar,913.0,2018
2992,NUSA TENGGARA BARAT,Jeruk Besar,1168.0,2018
2993,NUSA TENGGARA TIMUR,Jeruk Besar,3332.0,2018
2994,KALIMANTAN BARAT,Jeruk Besar,1098.0,2018
2995,KALIMANTAN TENGAH,Jeruk Besar,717.0,2018
2996,KALIMANTAN SELATAN,Jeruk Besar,2500.0,2018
2997,KALIMANTAN TIMUR,Jeruk Besar,628.0,2018
2998,KALIMANTAN UTARA,Jeruk Besar,402.0,2018
2999,SULAWESI UTARA,Jeruk Besar,308.0,2018
3000,SULAWESI TENGAH,Jeruk Besar,515.0,2018
3001,SULAWESI SELATAN,Jeruk Besar,33314.0,2018
3002,SULAWESI TENGGARA,Jeruk Besar,1742.0,2018
3003,GORONTALO,Jeruk Besar,117.0,2018
3004,SULAWESI BARAT,Jeruk Besar,194.0,2018
3005,MALUKU,Jeruk Besar,476.0,2018
3006,MALUKU UTARA,Jeruk Besar,237.0,2018
3007,PAPUA BARAT,Jeruk Besar,35.0,2018
3008,PAPUA,Jeruk Besar,447.0,2018
3009,INDONESIA,Jeruk Besar,102399.0,2018
3010,ACEH,Mangga,19104.0,2018
3011,SUMATERA UTARA,Mangga,26434.0,2018
3012,SUMATERA BARAT,Mangga,11828.0,2018
3013,RIAU,Mangga,19743.0,2018
3014,JAMBI,Mangga,3869.0,2018
3015,SUMATERA SELATAN,Mangga,24168.0,2018
3016,BENGKULU,Mangga,5390.0,2018
3017,LAMPUNG,Mangga,25184.0,2018
3018,KEP. BANGKA BELITUNG,Mangga,2011.0,2018
3019,KEP. RIAU,Mangga,1303.0,2018
3020,DKI JAKARTA,Mangga,3406.0,2018
3021,JAWA BARAT,Mangga,404543.0,2018
3022,JAWA TENGAH,Mangga,443487.0,2018
3023,DI YOGYAKARTA,Mangga,61171.0,2018
3024,JAWA TIMUR,Mangga,1059325.0,2018
3025,BANTEN,Mangga,33431.0,2018
3026,BALI,Mangga,62127.0,2018
3027,NUSA TENGGARA BARAT,Mangga,151354.0,2018
3028,NUSA TENGGARA TIMUR,Mangga,47291.0,2018
3029,KALIMANTAN BARAT,Mangga,6752.0,2018
3030,KALIMANTAN TENGAH,Mangga,4321.0,2018
3031,KALIMANTAN SELATAN,Mangga,11292.0,2018
3032,KALIMANTAN TIMUR,Mangga,6386.0,2018
3033,KALIMANTAN UTARA,Mangga,8899.0,2018
3034,SULAWESI UTARA,Mangga,14110.0,2018
3035,SULAWESI TENGAH,Mangga,9434.0,2018
3036,SULAWESI SELATAN,Mangga,120968.0,2018
3037,SULAWESI TENGGARA,Mangga,12824.0,2018
3038,GORONTALO,Mangga,3307.0,2018
3039,SULAWESI BARAT,Mangga,8930.0,2018
3040,MALUKU,Mangga,8280.0,2018
3041,MALUKU UTARA,Mangga,400.0,2018
3042,PAPUA BARAT,Mangga,356.0,2018
3043,PAPUA,Mangga,3363.0,2018
3044,INDONESIA,Mangga,2624791.0,2018
3045,ACEH,Manggis,1168.00,2018
3046,SUMATERA UTARA,Manggis,7693.00,2018
3047,SUMATERA BARAT,Manggis,23303.00,2018
3048,RIAU,Manggis,8840.00,2018
3049,JAMBI,Manggis,1588.00,2018
3050,SUMATERA SELATAN,Manggis,2232.00,2018
3051,BENGKULU,Manggis,2988.00,2018
3052,LAMPUNG,Manggis,2932.00,2018
3053,KEP. BANGKA BELITUNG,Manggis,1511.00,2018
3054,KEP. RIAU,Manggis,119.00,2018
3055,DKI JAKARTA,Manggis,-,2018
3056,JAWA BARAT,Manggis,60773.00,2018
3057,JAWA TENGAH,Manggis,15879.00,2018
3058,DI YOGYAKARTA,Manggis,1652.00,2018
3059,JAWA TIMUR,Manggis,32367.00,2018
3060,BANTEN,Manggis,21771.00,2018
3061,BALI,Manggis,15228.00,2018
3062,NUSA TENGGARA BARAT,Manggis,11362.00,2018
3063,NUSA TENGGARA TIMUR,Manggis,21.00,2018
3064,KALIMANTAN BARAT,Manggis,5098.00,2018
3065,KALIMANTAN TENGAH,Manggis,400.00,2018
3066,KALIMANTAN SELATAN,Manggis,3147.00,2018
3067,KALIMANTAN TIMUR,Manggis,337.00,2018
3068,KALIMANTAN UTARA,Manggis,302.00,2018
3069,SULAWESI UTARA,Manggis,979.00,2018
3070,SULAWESI TENGAH,Manggis,848.00,2018
3071,SULAWESI SELATAN,Manggis,3926.00,2018
3072,SULAWESI TENGGARA,Manggis,252.00,2018
3073,GORONTALO,Manggis,25.00,2018
3074,SULAWESI BARAT,Manggis,795.00,2018
3075,MALUKU,Manggis,496.00,2018
3076,MALUKU UTARA,Manggis,72.00,2018
3077,PAPUA BARAT,Manggis,-,2018
3078,PAPUA,Manggis,51.00,2018
3079,INDONESIA,Manggis,228155.00,2018
3080,ACEH,Nangka,8219.0,2018
3081,SUMATERA UTARA,Nangka,10881.0,2018
3082,SUMATERA BARAT,Nangka,10832.0,2018
3083,RIAU,Nangka,23789.0,2018
3084,JAMBI,Nangka,13891.0,2018
3085,SUMATERA SELATAN,Nangka,18466.0,2018
3086,BENGKULU,Nangka,4418.0,2018
3087,LAMPUNG,Nangka,41189.0,2018
3088,KEP. BANGKA BELITUNG,Nangka,2149.0,2018
3089,KEP. RIAU,Nangka,2578.0,2018
3090,DKI JAKARTA,Nangka,228.0,2018
3091,JAWA BARAT,Nangka,79988.0,2018
3092,JAWA TENGAH,Nangka,141822.0,2018
3093,DI YOGYAKARTA,Nangka,13382.0,2018
3094,JAWA TIMUR,Nangka,135703.0,2018
3095,BANTEN,Nangka,6167.0,2018
3096,BALI,Nangka,17836.0,2018
3097,NUSA TENGGARA BARAT,Nangka,81112.0,2018
3098,NUSA TENGGARA TIMUR,Nangka,19340.0,2018
3099,KALIMANTAN BARAT,Nangka,12027.0,2018
3100,KALIMANTAN TENGAH,Nangka,18664.0,2018
3101,KALIMANTAN SELATAN,Nangka,27683.0,2018
3102,KALIMANTAN TIMUR,Nangka,21024.0,2018
3103,KALIMANTAN UTARA,Nangka,10511.0,2018
3104,SULAWESI UTARA,Nangka,3657.0,2018
3105,SULAWESI TENGAH,Nangka,3325.0,2018
3106,SULAWESI SELATAN,Nangka,25468.0,2018
3107,SULAWESI TENGGARA,Nangka,5561.0,2018
3108,GORONTALO,Nangka,1636.0,2018
3109,SULAWESI BARAT,Nangka,6728.0,2018
3110,MALUKU,Nangka,4041.0,2018
3111,MALUKU UTARA,Nangka,1031.0,2018
3112,PAPUA BARAT,Nangka,103.0,2018
3113,PAPUA,Nangka,2031.0,2018
3114,INDONESIA,Nangka,775480.0,2018
3115,ACEH,Nenas,1203.00,2018
3116,SUMATERA UTARA,Nenas,145618.00,2018
3117,SUMATERA BARAT,Nenas,190.00,2018
3118,RIAU,Nenas,95019.00,2018
3119,JAMBI,Nenas,47275.00,2018
3120,SUMATERA SELATAN,Nenas,134895.00,2018
3121,BENGKULU,Nenas,200.00,2018
3122,LAMPUNG,Nenas,622881.00,2018
3123,KEP. BANGKA BELITUNG,Nenas,6089.00,2018
3124,KEP. RIAU,Nenas,1952.00,2018
3125,DKI JAKARTA,Nenas,-,2018
3126,JAWA BARAT,Nenas,180802.00,2018
3127,JAWA TENGAH,Nenas,202823.00,2018
3128,DI YOGYAKARTA,Nenas,419.00,2018
3129,JAWA TIMUR,Nenas,139234.00,2018
3130,BANTEN,Nenas,509.00,2018
3131,BALI,Nenas,923.00,2018
3132,NUSA TENGGARA BARAT,Nenas,130963.00,2018
3133,NUSA TENGGARA TIMUR,Nenas,4865.00,2018
3134,KALIMANTAN BARAT,Nenas,29492.00,2018
3135,KALIMANTAN TENGAH,Nenas,9181.00,2018
3136,KALIMANTAN SELATAN,Nenas,12157.00,2018
3137,KALIMANTAN TIMUR,Nenas,24931.00,2018
3138,KALIMANTAN UTARA,Nenas,577.00,2018
3139,SULAWESI UTARA,Nenas,2058.00,2018
3140,SULAWESI TENGAH,Nenas,6402.00,2018
3141,SULAWESI SELATAN,Nenas,1525.00,2018
3142,SULAWESI TENGGARA,Nenas,1714.00,2018
3143,GORONTALO,Nenas,439.00,2018
3144,SULAWESI BARAT,Nenas,334.00,2018
3145,MALUKU,Nenas,463.00,2018
3146,MALUKU UTARA,Nenas,222.00,2018
3147,PAPUA BARAT,Nenas,38.00,2018
3148,PAPUA,Nenas,113.00,2018
3149,INDONESIA,Nenas,1805506.00,2018
3150,ACEH,Pepaya,10685.0,2018
3151,SUMATERA UTARA,Pepaya,24867.0,2018
3152,SUMATERA BARAT,Pepaya,41943.0,2018
3153,RIAU,Pepaya,19783.0,2018
3154,JAMBI,Pepaya,11846.0,2018
3155,SUMATERA SELATAN,Pepaya,21081.0,2018
3156,BENGKULU,Pepaya,3999.0,2018
3157,LAMPUNG,Pepaya,64813.0,2018
3158,KEP. BANGKA BELITUNG,Pepaya,1775.0,2018
3159,KEP. RIAU,Pepaya,2189.0,2018
3160,DKI JAKARTA,Pepaya,394.0,2018
3161,JAWA BARAT,Pepaya,97122.0,2018
3162,JAWA TENGAH,Pepaya,102862.0,2018
3163,DI YOGYAKARTA,Pepaya,6816.0,2018
3164,JAWA TIMUR,Pepaya,262160.0,2018
3165,BANTEN,Pepaya,12248.0,2018
3166,BALI,Pepaya,10283.0,2018
3167,NUSA TENGGARA BARAT,Pepaya,11910.0,2018
3168,NUSA TENGGARA TIMUR,Pepaya,55068.0,2018
3169,KALIMANTAN BARAT,Pepaya,14357.0,2018
3170,KALIMANTAN TENGAH,Pepaya,3066.0,2018
3171,KALIMANTAN SELATAN,Pepaya,9234.0,2018
3172,KALIMANTAN TIMUR,Pepaya,18317.0,2018
3173,KALIMANTAN UTARA,Pepaya,11468.0,2018
3174,SULAWESI UTARA,Pepaya,6393.0,2018
3175,SULAWESI TENGAH,Pepaya,2191.0,2018
3176,SULAWESI SELATAN,Pepaya,37669.0,2018
3177,SULAWESI TENGGARA,Pepaya,10034.0,2018
3178,GORONTALO,Pepaya,694.0,2018
3179,SULAWESI BARAT,Pepaya,2149.0,2018
3180,MALUKU,Pepaya,8274.0,2018
3181,MALUKU UTARA,Pepaya,964.0,2018
3182,PAPUA BARAT,Pepaya,46.0,2018
3183,PAPUA,Pepaya,891.0,2018
3184,INDONESIA,Pepaya,887591.0,2018
3185,ACEH,Pisang,63355.0,2018
3186,SUMATERA UTARA,Pisang,118648.0,2018
3187,SUMATERA BARAT,Pisang,92703.0,2018
3188,RIAU,Pisang,46586.0,2018
3189,JAMBI,Pisang,41192.0,2018
3190,SUMATERA SELATAN,Pisang,249429.0,2018
3191,BENGKULU,Pisang,20744.0,2018
3192,LAMPUNG,Pisang,1438559.0,2018
3193,KEP. BANGKA BELITUNG,Pisang,3913.0,2018
3194,KEP. RIAU,Pisang,2543.0,2018
3195,DKI JAKARTA,Pisang,3837.0,2018
3196,JAWA BARAT,Pisang,1125899.0,2018
3197,JAWA TENGAH,Pisang,613871.0,2018
3198,DI YOGYAKARTA,Pisang,45066.0,2018
3199,JAWA TIMUR,Pisang,2059922.0,2018
3200,BANTEN,Pisang,277771.0,2018
3201,BALI,Pisang,238804.0,2018
3202,NUSA TENGGARA BARAT,Pisang,92855.0,2018
3203,NUSA TENGGARA TIMUR,Pisang,105129.0,2018
3204,KALIMANTAN BARAT,Pisang,46462.0,2018
3205,KALIMANTAN TENGAH,Pisang,26163.0,2018
3206,KALIMANTAN SELATAN,Pisang,81407.0,2018
3207,KALIMANTAN TIMUR,Pisang,98268.0,2018
3208,KALIMANTAN UTARA,Pisang,26465.0,2018
3209,SULAWESI UTARA,Pisang,42300.0,2018
3210,SULAWESI TENGAH,Pisang,12495.0,2018
3211,SULAWESI SELATAN,Pisang,136100.0,2018
3212,SULAWESI TENGGARA,Pisang,36366.0,2018
3213,GORONTALO,Pisang,12565.0,2018
3214,SULAWESI BARAT,Pisang,59096.0,2018
3215,MALUKU,Pisang,35196.0,2018
3216,MALUKU UTARA,Pisang,4263.0,2018
3217,PAPUA BARAT,Pisang,335.0,2018
3218,PAPUA,Pisang,6076.0,2018
3219,INDONESIA,Pisang,7264383.0,2018
3220,ACEH,Rambutan,19679.0,2018
3221,SUMATERA UTARA,Rambutan,16841.0,2018
3222,SUMATERA BARAT,Rambutan,12092.0,2018
3223,RIAU,Rambutan,21904.0,2018
3224,JAMBI,Rambutan,7609.0,2018
3225,SUMATERA SELATAN,Rambutan,17255.0,2018
3226,BENGKULU,Rambutan,5925.0,2018
3227,LAMPUNG,Rambutan,26165.0,2018
3228,KEP. BANGKA BELITUNG,Rambutan,2655.0,2018
3229,KEP. RIAU,Rambutan,5280.0,2018
3230,DKI JAKARTA,Rambutan,1057.0,2018
3231,JAWA BARAT,Rambutan,105734.0,2018
3232,JAWA TENGAH,Rambutan,113741.0,2018
3233,DI YOGYAKARTA,Rambutan,10288.0,2018
3234,JAWA TIMUR,Rambutan,137049.0,2018
3235,BANTEN,Rambutan,14219.0,2018
3236,BALI,Rambutan,15030.0,2018
3237,NUSA TENGGARA BARAT,Rambutan,12662.0,2018
3238,NUSA TENGGARA TIMUR,Rambutan,3365.0,2018
3239,KALIMANTAN BARAT,Rambutan,17062.0,2018
3240,KALIMANTAN TENGAH,Rambutan,16154.0,2018
3241,KALIMANTAN SELATAN,Rambutan,31864.0,2018
3242,KALIMANTAN TIMUR,Rambutan,10674.0,2018
3243,KALIMANTAN UTARA,Rambutan,18479.0,2018
3244,SULAWESI UTARA,Rambutan,4986.0,2018
3245,SULAWESI TENGAH,Rambutan,5571.0,2018
3246,SULAWESI SELATAN,Rambutan,41001.0,2018
3247,SULAWESI TENGGARA,Rambutan,7658.0,2018
3248,GORONTALO,Rambutan,480.0,2018
3249,SULAWESI BARAT,Rambutan,10647.0,2018
3250,MALUKU,Rambutan,1384.0,2018
3251,MALUKU UTARA,Rambutan,438.0,2018
3252,PAPUA BARAT,Rambutan,203.0,2018
3253,PAPUA,Rambutan,784.0,2018
3254,INDONESIA,Rambutan,715935.0,2018
3255,ACEH,Salak,232.00,2018
3256,SUMATERA UTARA,Salak,194455.00,2018
3257,SUMATERA BARAT,Salak,1182.00,2018
3258,RIAU,Salak,2334.00,2018
3259,JAMBI,Salak,1423.00,2018
3260,SUMATERA SELATAN,Salak,2616.00,2018
3261,BENGKULU,Salak,1253.00,2018
3262,LAMPUNG,Salak,3472.00,2018
3263,KEP. BANGKA BELITUNG,Salak,610.00,2018
3264,KEP. RIAU,Salak,192.00,2018
3265,DKI JAKARTA,Salak,321.00,2018
3266,JAWA BARAT,Salak,18621.00,2018
3267,JAWA TENGAH,Salak,416860.00,2018
3268,DI YOGYAKARTA,Salak,90296.00,2018
3269,JAWA TIMUR,Salak,101943.00,2018
3270,BANTEN,Salak,803.00,2018
3271,BALI,Salak,23602.00,2018
3272,NUSA TENGGARA BARAT,Salak,26.00,2018
3273,NUSA TENGGARA TIMUR,Salak,1304.00,2018
3274,KALIMANTAN BARAT,Salak,4062.00,2018
3275,KALIMANTAN TENGAH,Salak,753.00,2018
3276,KALIMANTAN SELATAN,Salak,1256.00,2018
3277,KALIMANTAN TIMUR,Salak,9931.00,2018
3278,KALIMANTAN UTARA,Salak,1005.00,2018
3279,SULAWESI UTARA,Salak,2559.00,2018
3280,SULAWESI TENGAH,Salak,1220.00,2018
3281,SULAWESI SELATAN,Salak,12203.00,2018
3282,SULAWESI TENGGARA,Salak,748.00,2018
3283,GORONTALO,Salak,-,2018
3284,SULAWESI BARAT,Salak,85.00,2018
3285,MALUKU,Salak,895.00,2018
3286,MALUKU UTARA,Salak,73.00,2018
3287,PAPUA BARAT,Salak,49.00,2018
3288,PAPUA,Salak,120.00,2018
3289,INDONESIA,Salak,896504.00,2018
3290,ACEH,Sawo,3514.00,2018
3291,SUMATERA UTARA,Sawo,9573.00,2018
3292,SUMATERA BARAT,Sawo,8706.00,2018
3293,RIAU,Sawo,4658.00,2018
3294,JAMBI,Sawo,2952.00,2018
3295,SUMATERA SELATAN,Sawo,6652.00,2018
3296,BENGKULU,Sawo,1583.00,2018
3297,LAMPUNG,Sawo,17679.00,2018
3298,KEP. BANGKA BELITUNG,Sawo,527.00,2018
3299,KEP. RIAU,Sawo,463.00,2018
3300,DKI JAKARTA,Sawo,206.00,2018
3301,JAWA BARAT,Sawo,22225.00,2018
3302,JAWA TENGAH,Sawo,13820.00,2018
3303,DI YOGYAKARTA,Sawo,4421.00,2018
3304,JAWA TIMUR,Sawo,13251.00,2018
3305,BANTEN,Sawo,2228.00,2018
3306,BALI,Sawo,4216.00,2018
3307,NUSA TENGGARA BARAT,Sawo,14425.00,2018
3308,NUSA TENGGARA TIMUR,Sawo,688.00,2018
3309,KALIMANTAN BARAT,Sawo,3930.00,2018
3310,KALIMANTAN TENGAH,Sawo,1573.00,2018
3311,KALIMANTAN SELATAN,Sawo,2873.00,2018
3312,KALIMANTAN TIMUR,Sawo,2377.00,2018
3313,KALIMANTAN UTARA,Sawo,359.00,2018
3314,SULAWESI UTARA,Sawo,-,2018
3315,SULAWESI TENGAH,Sawo,245.00,2018
3316,SULAWESI SELATAN,Sawo,525.00,2018
3317,SULAWESI TENGGARA,Sawo,181.00,2018
3318,GORONTALO,Sawo,-,2018
3319,SULAWESI BARAT,Sawo,225.00,2018
3320,MALUKU,Sawo,-,2018
3321,MALUKU UTARA,Sawo,-,2018
3322,PAPUA BARAT,Sawo,1.00,2018
